x1,x2,x3,log10sigmav
-2.7,-0.19999999999999996,-0.5,2.676239383413842
-2.7,0.0,-5.6,-7.029805820303642
-2.7,0.0,-5.3,-6.429805820304799
-2.7,0.0,-5.0,-5.829805820309403
-2.7,0.0,-4.699999999999999,-5.229805820327728
-2.7,0.0,-4.3999999999999995,-4.62980582040069
-2.7,0.0,-4.1,-4.029805820691153
-2.7,0.0,-3.8,-3.4298058218475056
-2.7,0.0,-3.4999999999999996,-2.829805826451028
-2.7,0.0,-3.1999999999999997,-2.229805844777983
-2.7,0.0,-2.9,-1.6298059177388968
-2.7,0.0,-2.5999999999999996,-1.0298062082014035
-2.7,0.0,-2.3,-0.42980736455156227
-2.7,0.0,-2.0,0.17018803196581192
-2.7,0.0,-1.6999999999999997,0.770169705651149
-2.7,0.0,-1.3999999999999995,1.3700967548810037
-2.7,0.0,-1.0999999999999996,1.9698064530573334
-2.7,0.0,-0.7999999999999998,2.568652644838459
-2.7,0.0,-0.5,3.1640891543060827
-2.7,0.20000000000000018,-5.6,-6.694701504897422
-2.7,0.20000000000000018,-5.3,-6.094701504898598
-2.7,0.20000000000000018,-5.0,-5.494701504903279
-2.7,0.20000000000000018,-4.699999999999999,-4.894701504921913
-2.7,0.20000000000000018,-4.3999999999999995,-4.2947015049961
-2.7,0.20000000000000018,-4.1,-3.6947015052914423
-2.7,0.20000000000000018,-3.8,-3.09470150646722
-2.7,0.20000000000000018,-3.4999999999999996,-2.494701511148074
-2.7,0.20000000000000018,-3.1999999999999997,-1.894701529782893
-2.7,0.20000000000000018,-2.9,-1.2947016039694332
-2.7,0.20000000000000018,-2.5999999999999996,-0.6947018993112469
-2.7,0.20000000000000018,-2.3,-0.09470307508627682
-2.7,0.20000000000000018,-2.0,0.5052922440993058
-2.7,0.20000000000000018,-1.6999999999999997,1.1052736099214364
-2.7,0.20000000000000018,-1.3999999999999995,1.7051994335289669
-2.7,0.20000000000000018,-1.0999999999999996,2.304904252465289
-2.7,0.20000000000000018,-0.7999999999999998,2.9037310204400217
-2.7,0.20000000000000018,-0.5,3.4990902149866057
-2.7,0.40000000000000013,-5.6,-6.5700080502926905
-2.7,0.40000000000000013,-5.3,-5.970008050293876
-2.7,0.40000000000000013,-5.0,-5.370008050298593
-2.7,0.40000000000000013,-4.699999999999999,-4.7700080503173705
-2.7,0.40000000000000013,-4.3999999999999995,-4.170008050392131
-2.7,0.40000000000000013,-4.1,-3.570008050689754
-2.7,0.40000000000000013,-3.8,-2.9700080518746135
-2.7,0.40000000000000013,-3.4999999999999996,-2.370008056591622
-2.7,0.40000000000000013,-3.1999999999999997,-1.770008075370374
-2.7,0.40000000000000013,-2.9,-1.1700081501299227
-2.7,0.40000000000000013,-2.5999999999999996,-0.5700084477529235
-2.7,0.40000000000000013,-2.3,0.02999036739047711
-2.7,0.40000000000000013,-2.0,0.6299856504216812
-2.7,0.40000000000000013,-1.6999999999999997,1.229966872310661
-2.7,0.40000000000000013,-1.3999999999999995,1.829892122910362
-2.7,0.40000000000000013,-1.0999999999999996,2.429594660667196
-2.7,0.40000000000000013,-0.7999999999999998,3.0284123471942657
-2.7,0.40000000000000013,-0.5,3.6237353892969257
-2.7,0.6000000000000001,-5.6,-6.732764582642379
-2.7,0.6000000000000001,-5.3,-6.13276458264355
-2.7,0.6000000000000001,-5.0,-5.532764582648212
-2.7,0.6000000000000001,-4.699999999999999,-4.932764582666767
-2.7,0.6000000000000001,-4.3999999999999995,-4.332764582740644
-2.7,0.6000000000000001,-4.1,-3.7327645830347502
-2.7,0.6000000000000001,-3.8,-3.1327645842056078
-2.7,0.6000000000000001,-3.4999999999999996,-2.5327645888668737
-2.7,0.6000000000000001,-3.1999999999999997,-1.9327646074237097
-2.7,0.6000000000000001,-2.9,-1.3327646812997955
-2.7,0.6000000000000001,-2.5999999999999996,-0.7327649754056672
-2.7,0.6000000000000001,-2.3,-0.1327661462603247
-2.7,0.6000000000000001,-2.0,0.46722919251358486
-2.7,0.6000000000000001,-1.6999999999999997,1.067210636317814
-2.7,0.6000000000000001,-1.3999999999999995,1.6671367703707722
-2.7,0.6000000000000001,-1.0999999999999996,2.266842825103266
-2.7,0.6000000000000001,-0.7999999999999998,2.8656745111384905
-2.7,0.6000000000000001,-0.5,3.4610532573868555
-2.7,0.8,-5.6,-7.287023830489005
-2.7,0.8,-5.3,-6.687023830490083
-2.7,0.8,-5.0,-6.087023830494374
-2.7,0.8,-4.699999999999999,-5.487023830511454
-2.7,0.8,-4.3999999999999995,-4.887023830579456
-2.7,0.8,-4.1,-4.2870238308501785
-2.7,0.8,-3.8,-3.6870238319279425
-2.7,0.8,-3.4999999999999996,-3.087023836218595
-2.7,0.8,-3.1999999999999997,-2.487023853299993
-2.7,0.8,-2.9,-1.8870239213022548
-2.7,0.8,-2.5999999999999996,-1.2870241920240137
-2.7,0.8,-2.3,-0.6870252697848623
-2.7,0.8,-2.0,-0.08702956039815807
-2.7,0.8,-1.6999999999999997,0.5129533588368747
-2.7,0.8,-1.3999999999999995,1.1128853666015561
-2.7,0.8,-1.0999999999999996,1.7126148036687487
-2.7,0.8,-0.7999999999999998,2.311539555336222
-2.7,0.8,-0.5,2.907288468169995
-2.7,1.0,-5.6,-8.257411053648216
-2.7,1.0,-5.3,-7.657411053648828
-2.7,1.0,-5.0,-7.0574110536512675
-2.7,1.0,-4.699999999999999,-6.457411053660974
-2.7,1.0,-4.3999999999999995,-5.857411053699622
-2.7,1.0,-4.1,-5.257411053853482
-2.7,1.0,-3.8,-4.6574110544660074
